Fecha,Small Grant or particularly relevant,Checked,Publicar en boletin,Publicar en DB Publica,Estatus,Days left,Nombre,Tipo,Gran area 1,Gran area 2,area 3,area 4,area 5,area 6,area 7,Link,Descripcion,nota,Restricciones para aplicar / Elegibilidad,Based on,Entidad otorgante,Scope geografico,Scope econo-politico,Scope temático,Destinatarios1,Destinatarios2,Destinatarios3,Destinatarios4,Duracion de los proyectos/ Periodo de financiación,Moneda original,Monto en moneda original,monto minimo (aprox en U$S),monto maximo (aprox en U$S),monto tipico/promedio otorgado (U$S),periodicidad,dead 1,dead 2,dead 3,dead 4,Fecha próximo deadline,Fecha Decision/Publicación de resultados,Aplicar mas de una vez,Aim,N
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Call for Applications: UNESCO Creative Cities Network 2023,Programs and projects,Sustainable Development,,,,,,,https://en.unesco.org/creative-cities/content/2023-call-applications,"cooperación con y entre las ciudades que han reconocido la creatividad como factor estratégico de desarrollo sostenible en los aspectos económico, social, cultural y medioambiental.",,,,,,,,,,,,,,,,,,,30-jun-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Global Cleantech Challenge,Programs and projects,Engineering,Sustainable Development,,,,,,https://www.ngif.ca/global-cleantech-challenge/,"NGIF Industry Grants, en colaboración con la Unión Internacional del Gas, ha lanzado un Desafío Global Cleantech de 10 millones de dólares.",,,,,,,,,,,,,USD,500000,1000000,,,,25-Apr-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Nominations Open for the Stockholm Water Prize,Prizes and Awards,Engineering,Sustainable Development,,,,,,https://siwi.org/stockholm-water-prize/nominate?iproject=stockholm-water-prize,econocer a personas y organizaciones que hayan realizado contribuciones destacadas al uso sostenible y la protección de los recursos hídricos mundiales.,,,,,,,,,,,,,,,,,,,30-Sep-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Mimics Innovation Awards: Advancing Mass Personalization for Healthcare,Prizes and Awards,Medicine and Health Sciences,,,,,,,https://www.materialise.com/en/healthcare/mimics-innovation-awards?gclid=CjwKCAjwzuqgBhAcEiwAdj5dRiXXlzpcPMgQ_N41lbB9qEicQy_Jk9GmOJNKIAqAr9gGYJ08TorMiRoCiZgQAvD_BwE,personas que hacen avanzar la atención sanitaria mediante avances en la personalización masiva.,,,,,,,,,,,,,USD,10000,100000,,,,30-Apr-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,2023 Global Energy Prize Now Open,Prizes and Awards,Engineering,Environmental sciences,,,,,,https://globalenergyprize.org/en/o-premii/,"Ya están abiertas las candidaturas al Premio Mundial de la Energía, un galardón que recompensa los logros más destacados en I+D científica y técnica en el campo de la energía.",,,,,,,,,,,,,,,,,,,20-Apr-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,2023 ICGEB Research Grants Programme,Programs and projects,Medicine and Health Sciences,Biochemistry Genetics and Molecular Biology,,,,,,https://www.icgeb.org/activities/grants/,inanciar proyectos que aborden problemas científicos originales de especial relevancia para el país anfitrión y de interés regional.,,,,,,,,,,,,,USD,10000,100000,,,,30-Apr-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Hinrich Foundation: Call for Research Proposals,Programs and projects,ECONOMY,POLICY,Strategic Capacity Building,,,,,https://www.hinrichfoundation.com/about/partnerships/research-proposal/?,La Fundación Hinrich está aceptando propuestas para apoyar proyectos e iniciativas de investigación que promuevan la comprensión de los problemas del comercio mundial y apoyen el desarrollo de políticas.,,,,,,,,,,,,,,,,,,,31-may-23,,,,#NAME?,,,,FALSE
3/24/2023,FALSE,FALSE,#REF!,#REF!,#REF!,#REF!,Global EbA Fund to Create Enabling Environments,Programs and projects,Environmental sciences,,,,,,,https://globalebafund.org/about/what-we-fund/,Ya están abiertas las solicitudes para el Fondo Global EbA con el fin de crear entornos propicios para la adopción e integración de la adaptación al cambio climático basada en los ecosistemas.,,,,,,,,,,,,,USD,100000,500000,,,,28-Apr-23,,,,#REF!,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Call for Proposals: CMCC Climate Change Communication Award “Rebecca Ballestra”,Prizes and Awards,Environmental sciences,,,,,,,https://www.cmccaward.eu/cmccaward-2023/call-for-proposals/,"El Premio CMCC de Comunicación sobre el Cambio Climático ""Rebecca Ballestra"" está abierto a candidaturas.",,,,,,,,,,,,,USD,1000,10000,,,,15-jun-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Call for Nominations: Zayed Sustainability Prize,Prizes and Awards,Sustainable Development,,,,,,,https://zayedsustainabilityprize.com/en/About/Zayed-Sustainability-Prize,"reconocer a organizaciones y centros de enseñanza superior con soluciones de sostenibilidad, ha anunciado que ya está abierto el plazo de presentación de candidaturas para el ciclo de 2023.",,,,,,,,,,,,,USD,500000,1000000,,,,02-may-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Rotary Peace Fellowship Program,Fellowships scholarships or trainings,POLICY,,,,,,,https://www.rotary.org/en/our-programs/peace-fellowships,Rotary International ha lanzado una convocatoria de solicitudes para el Programa de Becas de Rotary pro Paz.,,,,,,,,,,,,,,,,,,,15-may-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,MIT Solve: Health in Fragile Contexts Challenge,Prizes and Awards,Public health data systems.,Medicine and Health Sciences,,,,,,https://solve.mit.edu/challenges/heath-in-fragile-contexts-challenge,La comunidad Solve del Instituto Tecnológico de Massachusetts (MIT) busca ocho soluciones de base tecnológica que ayuden a mantener el acceso a la atención sanitaria y a aumentar la resiliencia de los sistemas de salud en contextos frágiles.,,,,,,,,,,,,,USD,1000,10000,,,,09-may-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Climate Adaptation and Low-carbon Housing Challenge,Prizes and Awards,Environmental sciences,Sustainable Development,,,,,,https://solve.mit.edu/challenges/climate-adaptation-challenge,"¿Cómo pueden las comunidades adaptarse a un clima más extremo y crear viviendas con bajas emisiones de carbono para todos? El Instituto Tecnológico de Massachusetts (MIT) Solve invita a presentar soluciones para el ""Desafío de adaptación climática y vivienda baja en carbono"".",,,,,,,,,,,,,USD,1000,10000,,,,09-may-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Voiceless Grants Program,Programs and projects,Environmental sciences,,,,,,,https://voiceless.org.au/grantsprogram/,"Ya están abiertas las solicitudes para el Programa de Subvenciones Sin Voz, que apoya iniciativas de impacto acordes con la visión de crear un mundo justo y equitativo en el que los animales puedan prosperar.",,,,,,,,,,,,,USD,10000,100000,,,,30-jun-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,WTO issues Call for Papers for 2023 Essay Award for Young Economists,Prizes and Awards,ECONOMY,,,,,,,https://www.wto.org/english/news_e/news23_e/essay_27jan23_e.htm,La Organización Mundial del Comercio (OMC) ha lanzado una convocatoria para que jóvenes economistas presenten trabajos para el Premio de Ensayo OMC 2023.,,,,,,,,,,,,,USD,1000,10000,,,,02-jun-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Wildlife Acoustics Grant Program: Call for Research Projects around the world,Programs and projects,Agricultural and Biological Sciences,,,,,,,https://www.wildlifeacoustics.com/grant-program,"Para apoyar el avance de la investigación en biología animal, la supervisión de hábitats y la conservación del medio ambiente, Wildlife Acoustics se enorgullece de ofrecer un programa de subvenciones que proporciona a los científicos productos y software para ayudarles a avanzar en sus investigaciones sobre el estudio de murciélagos, aves, ranas y otros animales salvajes vocales.",,,,,,,,,,,,,USD,10000,100000,,,,15-may-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Standards and Trade Development Facility: Project Grants Program,Programs and projects,Agricultural and Biological Sciences,ECONOMY,,,,,,https://standardsfacility.org/funding,El Fondo para la Aplicación de Normas y el Fomento del Comercio (FANFC) ofrece subvenciones de hasta 1.000.000 USD para proyectos que mejoren la seguridad alimentaria y la capacidad zoosanitaria y fitosanitaria para cumplir los requisitos sanitarios y fitosanitarios internacionales.,,,,,,,,,,,,,USD,500000,1000000,,,,11-Aug-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Nominations Open for Sustainable Tourism Awards,Prizes and Awards,ECONOMY,Sustainable Development,,,,,,https://skal.org/es_ES/sta-winners,The Skål International is seeking nominations for Sustainable Tourism Awards that are geared towards enhancing the visibility and grant recognition to entities from the Travel and Tourism industry.,,,,,,,,,,,,,,,,,,,30-jun-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Nominations Now Open for Volvo Environment Prize 2024,Prizes and Awards,Sustainable Development,Environmental sciences,,,,,,https://www.environment-prize.com/the-prize/nominate/#,La Fundación del Premio Volvo de Medio Ambiente invita a presentar candidaturas para recompensar descubrimientos científicos o innovaciones sobresalientes en el ámbito del medio ambiente.,,,,,,,,,,,,,USD,100000,500000,,,,20-Jan-24,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Call for Submissions: Biodiversity and Ecosystem Services Scenarios Modelling Challenge,Prizes and Awards,Environmental sciences,"Mathematics, Statistics and Computer Sciences",,,,,,https://www.swissrefoundation.org/what-we-do/projects/natural-hazard-and-climate-risk-management/Modelling-biodiversity-loss-to-boost-resilience.html,Se aceptan candidaturas para el concurso de modelización de escenarios de biodiversidad y servicios ecosistémicos (BES).,,,,,,,,,,,,,USD,10000,100000,,,,14-may-23,,,,#NAME?,,,,FALSE
3/24/2023,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Up to $25 Million available under the Cancer Grand Challenges,Travel and Conferences,Medicine and Health Sciences,,,,,,,https://cancergrandchallenges.org/apply2023,El programa Cancer Grand Challenges (CGC) invita a equipos internacionales a solicitar financiación por valor de hasta 25 millones de dólares.,,,,,,,,,,,,,USD,,,"1,000,000",,,22-jun-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Abie Award,Prizes and Awards,"Mathematics, Statistics and Computer Sciences",Engineering,Sustainable Development,,,,,https://anitab.org/awards-grants/abie-awards//,AnitaB.org se complace en anunciar la convocatoria de candidaturas al Premio Abie 2023 para celebrar y destacar el éxito de las tecnólogas mujeres y no binarias y de quienes las apoyan en la tecnología.,,,,,,,,,,,,,USD,10000,100000,,,,26-Apr-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Short-Term Research Fellowships 2023-24,Fellowships scholarships or trainings,Sustainable Development,Environmental sciences,,,,,,https://www.greendealnet.eu/node/226,"GreenDeal-NET se complace en anunciar las Becas de Investigación de Corta Duración, una oportunidad única para investigadores que inician su carrera profesional, incluidos estudiantes de doctorado e investigadores postdoctorales, especializados en estudios sobre políticas y gobernanza en materia de clima y sostenibilidad, con el fin de apoyar a los investigadores que inician su carrera profesional en el desarrollo de sus capacidades de investigación y el fortalecimiento de sus redes académicas.",,,,,,,,,,,,,USD,,,1,,,14-Apr-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Patrice L. Engle Dissertation Grant for Early Child Development,Programs and projects,Human and Social Sciences,,,,,,,https://www.srcd.org/professional-advancement/awards-grants/patrice-l-engle-dissertation-grant,La Society for Research in Child Development (SRCD) ha puesto en marcha su Patrice L. Engle Dissertation Grant (Beca Patrice L. Engle para tesis doctorales) con el fin de proporcionar apoyo a estudiantes noveles interesados en una carrera en el desarrollo global de la primera infancia que procedan o estén investigando en países de renta baja o media.,,,,,,,,,,,,,USD,1000,10000,,,,30-jun-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Biodiversity and Ecosystem Services Scenarios Modelling Challenge,Prizes and Awards,Environmental sciences,,,,,,,https://www.swissrefoundation.org/what-we-do/projects/natural-hazard-and-climate-risk-management/Modelling-biodiversity-loss-to-boost-resilience.html,Se aceptan candidaturas para el concurso de modelización de escenarios de biodiversidad y servicios ecosistémicos (BES).,,,,,,,,,,,,,USD,10000,100000,,,,14-may-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,2024 KAICIID Fellows Programme,Fellowships scholarships or trainings,Human and Social Sciences,,,,,,,https://www.kaiciid.org/what-we-do/kaiciid-fellows-programme,El Centro de Diálogo Internacional (KAICIID) acepta solicitudes para su Programa de Becarios KAICIID 2024.,,,,,,,,,,,,,,,,,,,21-may-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Open Call for Social Impact Programme,Travel and Conferences,Human and Social Sciences,,,,,,,https://www.global-counsel.com/about-us/social-impact-programme,"Global Counsel se complace en anunciar la presentación de candidaturas para el Programa de Impacto Social, destinado a ayudar gratuitamente a organizaciones sin ánimo de lucro, así como a pequeñas organizaciones con ánimo de lucro con fuertes objetivos basados en valores, en cuestiones políticas y normativas.",,,,,,,,,,,,,,,,,,,28-Apr-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,From Growth to Well Being Think Fund,Programs and projects,Sustainable Development,ECONOMY,,,,,,https://us.boell.org/en/2023/03/16/call-applications-growth-wellbeing-think-fund,La Fundación Heinrich Boell acepta solicitudes para el Fondo Pensar del Crecimiento al Bienestar.,,,,,,,,,,,,,USD,1000,10000,,,,31-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,IDB’s Regional Public Goods Initiative [Latin America and the Caribbean],Travel and Conferences,Medicine and Health Sciences,Sustainable Development,Education sciences,Environmental sciences,Agricultural and Biological Sciences,,,https://www.iadb.org/en/sector/trade/regional-public-goods/home,El Banco Interamericano de Desarrollo (BID) ha puesto en marcha la Iniciativa de Bienes Públicos Regionales (RPG) para financiar productos específicos de coordinación regional que luego puedan ser aplicados a nivel nacional por los países participantes y otros países interesados que no hayan podido participar en el proyecto original.,,,,,,,,,,,,,USD,100000,500000,,,,22-may-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,5th Bertha Challenge Fellowship for Activists and Investigative Journalists 2024,Fellowships scholarships or trainings,Human and Social Sciences,POLICY,,,,,,https://berthafoundation.org/story/bertha-challenge-2024/,La Fundación Bertha se complace en anunciar el lanzamiento de la quinta edición del Desafío Bertha: una oportunidad para que activistas y periodistas de investigación pasen un año trabajando en un reto acuciante de justicia social y presenten un trabajo al final del año de la beca.,,,,,,,,,,,,,USD,10000,100000,,,,04-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Submit Expressions of Interest for GBV Tech Innovation Challenge,Prizes and Awards,Human and Social Sciences,POLICY,,,,,,https://www.elrha.org/funding-opportunity/funding-opportunity-gbv-tech-innovation-challenge/,"Ya está abierto el plazo de presentación de candidaturas para el Reto a la Innovación Tecnológica en materia de Violencia de Género (VG), cuyo objetivo es identificar y apoyar intervenciones prometedoras basadas en la tecnología que sean relevantes para los programas de VG en contextos humanitarios.",,,,,,,,,,,,,USD,100000,500000,,,,27-jun-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Small Research Grants on Education Program,Programs and projects,Education sciences,Human and Social Sciences,,,,,,https://www.spencer.org/grant_types/small-research-grant,"La Fundación Spencer se complace en lanzar el Programa de Pequeñas Ayudas a la Investigación para apoyar proyectos de investigación educativa que contribuyan a la mejora de la educación, concebida en sentido amplio, con presupuestos de hasta 50.000 dólares para proyectos de uno a cinco años de duración.",,,,,,,,,,,,,USD,10000,100000,,,,09-Aug-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,TDR Global Crowdsourcing Open Call: Equity & Inclusivity in Research Mentorship,Travel and Conferences,Human and Social Sciences,,,,,,,https://www.seshglobal.org/tdr-global-equity-in-mentorship-open-call-2/,"¿Tiene ideas prácticas para mejorar la equidad y la inclusión en las tutorías institucionales de investigación? En caso afirmativo, solicite su participación en el Programa de tutoría sobre equidad e inclusión en la investigación.",,,,,,,,,,,,,USD,1000,10000,,,,15-jun-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,European Outdoor Conservation Association Grant Program,Programs and projects,Conservation,Environmental sciences,Agricultural and Biological Sciences,,,,,https://www.eocaconservation.org/project-info.cfm?pageid=20,La Asociación Europea de Conservación al Aire Libre (EOCA) busca financiar proyectos que beneficien a la biodiversidad en un paisaje salvaje.,,,,,,,,,,,,,USD,10000,100000,,,,15-jun-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,UNWTO Global Startup Competition on Event Tourism: Mega Events and MICE Tourism,Travel and Conferences,Environmental sciences,Sustainable Development,,,,,,https://www.unwto.org/startup-competition/mega-events-and-mice-tourism,"La Organización Mundial del Turismo (OMT) lanza la competición mundial de startups para encontrar los modelos de negocio más sostenibles, innovadores y disruptivos que aporten respuestas y soluciones inteligentes a los complejos retos a los que se enfrentan los megaeventos y el turismo MICE.",,,,,,,,,,,,,,,,,,,01-Sep-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Call for Applications: Kyoto World Water Grand Prize 2024,Prizes and Awards,Environmental sciences,Conservation,,,,,,https://www.waterforum.jp/en/news/20737/,"El Foro del Agua de Japón invita a presentar candidaturas para el Gran Premio Mundial del Agua Kioto 2024, destinado a honrar a una organización distinguida que participe en actividades de base relacionadas con la resolución de los problemas del agua en los países en desarrollo",,,,,,,,,,,,,USD,10000,100000,,,,15-Sep-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,2023 Wellcome Career Development Awards for Mid-Career Researchers,Prizes and Awards,ALL AREA OF INTEREST,,,,,,,https://wellcome.org/grant-funding/schemes/career-development-awards,"Ya están abiertas las candidaturas para los Premios Wellcome de Desarrollo Profesional, destinados a financiar a investigadores de cualquier disciplina que se encuentren a mitad de carrera y tengan potencial para convertirse en líderes internacionales de la investigación.",,,,,,,,,,,,,,,,,,,27-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Entries Open for Wellcome Discovery Awards,Prizes and Awards,Medicine and Health Sciences,,,,,,,https://wellcome.org/grant-funding/schemes/discovery-awards,"Ya están abiertas las inscripciones para los Premios Wellcome al Descubrimiento, destinados a financiar a investigadores y equipos de cualquier disciplina que deseen desarrollar ideas de investigación audaces y creativas para lograr cambios significativos en el conocimiento que puedan mejorar la vida, la salud y el bienestar de las personas.",,,,,,,,,,,,,,,,,,,25-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,2023 Call for Proposals to Advance Transformative Change in Key Sectors,Programs and projects,Environmental sciences,Agricultural and Biological Sciences,,,,,,https://www.ccacoalition.org/en/content/2023-call-proposals-advance-transformative-change-key-sectors,La Coalición Clima y Aire Limpio busca propuestas para impulsar un cambio transformador en sectores clave.,,,,,,,,,,,,,USD,500000,1000000,,,,10-Sep-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Bayer Digital Campus Challenge 2023,Prizes and Awards,"Mathematics, Statistics and Computer Sciences",Public health data systems.,Medicine and Health Sciences,Agricultural and Biological Sciences,,,,https://bayer.agorize.com/en/challenges/dcc23,¿Eres un estudiante con pasión por la innovación digital y ganas de marcar la diferencia en el ámbito de la salud o la agricultura? Bayer tiene un reto para ti. Participa ahora en el Bayer Digital Campus Challenge 2023 y presenta tus ideas aprovechando el poder de las tecnologías disruptivas para abordar algunos de los principales retos a los que se enfrenta la humanidad: Una población mundial creciente y envejecida y la creciente presión sobre los ecosistemas naturales.,,,,,,,,,,,,,,,,,,,05-nov-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Submit Applications for The Global Centre on Biodiversity for Climate Grant Programme,Programs and projects,Environmental sciences,,,,,,,https://www.gcbc.org.uk/,"Ya están abiertas las solicitudes para el Programa de Subvenciones del Centro Mundial de Biodiversidad para el Clima, cuyo objetivo es liberar el potencial de la naturaleza para aportar soluciones climáticas y mejorar los medios de subsistencia.",,,,,,,,,,,,,,,,,,,20-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Small Grants Program for the Conservation of Natural Grasslands (2nd edition),Programs and projects,Conservation,Agricultural and Biological Sciences,,,,,,https://forestry.ubc.ca/future-students/undergraduate/natural-resources-conservation/?gclid=CjwKCAjwsvujBhAXEiwA_UXnAPtXifpQyMli2LJ5GHr3D87OHN1Tj_AaRA4Ko8Au78nqBEaYICLqexoCiSoQAvD_BwE,La secretaría de BirdLife en las Américas abre la segunda edición para seleccionar las mejores propuestas de conservación e investigación de los pastizales naturales y sus aves en la región.,,,,,,,,,,,,,USD,10000,100000,,,,19-jun-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Funding Opportunity: Applied Global Health Partnership Programme,Programs and projects,Medicine and Health Sciences,Human and Social Sciences,,,,,,https://www.ukri.org/opportunity/applied-global-health-partnership/#skipnav-target,El Consejo de Investigación Médica (Medical Research Council) ha puesto en marcha el Programa de Colaboración para la Salud Mundial Aplicada (Applied Global Health Partnership Programme) con el fin de apoyar una colaboración que permita realizar investigaciones que aborden los retos y desigualdades de la salud mundial.,,,,,,,,,,,,,USD,,1000000,,,,01-Aug-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,We Are Together International Prize for Organizations,Prizes and Awards,Human and Social Sciences,,,,,,,https://wearetogetherprize.com/#rec259918090,Ya están abiertas las candidaturas al Premio Internacional Juntos Somos para apoyar iniciativas relacionadas con el cambio social a través del voluntariado.,,,,,,,,,,,,,USD,1000,10000,,,,20-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Applications Now Open for GYCAF Microgrants 2023,Programs and projects,Environmental sciences,,,,,,,https://gycaf.org/apply/,Ya están abiertas las solicitudes para las microbecas del GYCAF destinadas a financiar la acción por el clima liderada por jóvenes en comunidades vulnerables a los efectos del cambio climático.,,,,,,,,,,,,,USD,,1000,,,,16-jun-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,MSA Innovation Challenge 2023,Prizes and Awards,Environmental sciences,Sustainable Development,,,,,,https://marketshaping.uchicago.edu/challenge/,"El Desafío a la Innovación 2023 inaugural de la MSA concede hasta 2.000.000 de dólares en premios totales para ideas que identifiquen áreas en las que un mecanismo de atracción ayudaría a estimular la innovación en bioseguridad, preparación ante pandemias y cambio climático, y para equipos que diseñen ese mecanismo de incentivo desde la ideación hasta la firma del contrato.",,,,,,,,,,,,,USD,,1000000,,,,21-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Entries Open for Lead2030 Challenge for SDG 7,Prizes and Awards,Agricultural and Biological Sciences,Human and Social Sciences,Sustainable Development,,,,,https://www.oneyoungworld.com/lead2030/SDG7-CEZ,"El Grupo CEZ se ha asociado con One Young World para lanzar el Desafío Lead2030 para el ODS 7 con el fin de introducir innovaciones para abordar las necesidades energéticas, contribuyendo a una mayor calidad de vida.",,,,,,,,,,,,,USD,10000,100000,,,,07-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,School Enterprise Challenge for young People to develop Business Skills and Essential Life Skills,Prizes and Awards,ECONOMY,Strategic Capacity Building,,,,,,https://www.schoolenterprisechallenge.org/about/about-the-programme,School Enterprise Challenge for young People to develop Business Skills and Essential Life Skills,,,,,,,,,,,,,USD,10000,100000,,,,23-Aug-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Request for Applications: Countering Wildlife Trafficking in Latin America,Programs and projects,Conservation,Agricultural and Biological Sciences,,,,,,https://www.grants.gov/web/grants/view-opportunity.html?oppId=348239,"La Oficina de Asuntos Internacionales de Narcóticos y Aplicación de la Ley del Departamento de Estado de EE.UU. busca solicitudes para apoyar actividades de lucha contra el tráfico de vida silvestre en América Latina con el fin de desbaratar la capacidad de las redes criminales transnacionales para beneficiarse de los delitos contra la vida silvestre, reduciendo la amenaza a la estabilidad y la seguridad.",,,,,,,,,,,,,USD,,1000000,,,,19-jul-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Darwin Initiative Innovation and Capability & Capacity Grant,Programs and projects,Conservation,Sustainable Development,Environmental sciences,,,,,https://www.darwininitiative.org.uk/apply/,La Iniciativa Darwin se complace en anunciar la convocatoria de candidaturas para las Becas de Innovación y de Capacidades.,,,,,,,,,,,,,USD,100000,500000,,,,23-oct-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Call for Applications: Darwin Initiative Extra Grant Program,Programs and projects,Conservation,Sustainable Development,Environmental sciences,,,,,https://www.darwininitiative.org.uk/apply/,La Iniciativa Darwin Extra invita a proyectos que se encuentren en una clara vía de ampliación: basándose en buenas pruebas de proyectos más pequeños para demostrar el potencial de ampliar su escala hasta su finalización y obtener resultados sólidos para la conservación de la biodiversidad y la reducción de la pobreza.,,,,,,,,,,,,,USD,,1000000,,,,18-Sep-23,,,,#NAME?,,,,FALSE
06-06-23,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,"Up to £600,000 available under Darwin Initiative Main Grant Program",Programs and projects,Conservation,Sustainable Development,Environmental sciences,,,,,https://www.darwininitiative.org.uk/apply/,"La Iniciativa Darwin Principal invita a presentar solicitudes que ofrezcan resultados sólidos para la conservación de la biodiversidad y la reducción multidimensional de la pobreza, basados en pruebas fehacientes, y que demuestren fehacientemente su potencial para seguir ampliándose.",,,,,,,,,,,,,USD,500000,1000000,,,,03-jul-23,,,,#NAME?,,,,FALSE
